phone,status,duration
0875344368,outgoing,1191
0875344368,outgoing,1302
0875344368,outgoing,2183
0875344368,outgoing,1860
0875344368,outgoing,3392
0875344368,outgoing,1735
0612182785,outgoing,3294
0612182785,outgoing,2190
0612182785,outgoing,3445
0612182785,outgoing,1302
0612182785,outgoing,1480
0887597506,incoming,3473
0875344368,incoming,2030
0875344368,incoming,2618
0920187348,incoming,2406
0887597506,incoming,646
0848643276,incoming,528
0612182785,incoming,3264
0597511688,incoming,2950
0848643276,incoming,376
0875344368,incoming,1905
0887597506,incoming,361
0363661308,incoming,3404
0848643276,incoming,2328
0688749360,incoming,81
0688749360,outgoing,81
0688749360,incoming,1442
0688749360,outgoing,1442
0920187348,incoming,3564
0688749360,incoming,3181
0688749360,outgoing,3181
0563350785,incoming,2527
0887597506,incoming,2284
0363661308,incoming,691
0688749360,incoming,3468
0688749360,outgoing,3468
0875344368,incoming,2875
0597511688,incoming,3221
0363661308,incoming,2243
0612182785,incoming,2209
0920187348,incoming,445
0920187348,incoming,204
0597511688,incoming,2191
0688749360,incoming,238
0688749360,outgoing,238
0597511688,incoming,607
0848643276,incoming,1543
0848643276,incoming,1770
0597511688,incoming,1263
0848643276,incoming,550
0563350785,incoming,3594
0875344368,incoming,1853
0688749360,incoming,2196
0688749360,outgoing,2196
0887597506,incoming,3055
0920187348,incoming,326
0363661308,incoming,626
0563350785,incoming,1664
0887597506,incoming,2072
0363661308,incoming,295
0563350785,incoming,903
0887597506,incoming,165
0363661308,incoming,3004
0603321665,incoming,1924
0563350785,incoming,3413
0887597506,incoming,1982
0688749360,incoming,3580
0688749360,outgoing,3580
0563350785,incoming,2428
0612182785,incoming,2802
0563350785,incoming,197
0920187348,incoming,3323
0875344368,incoming,3026
0612182785,incoming,103
0612182785,incoming,528
0887597506,incoming,1064
0875344368,incoming,2747
0363661308,incoming,337
0848643276,incoming,3051
0887597506,incoming,714
0363661308,incoming,3276
0848643276,incoming,3341
0563350785,incoming,2887
0612182785,incoming,3068
0563350785,incoming,1872
0363661308,incoming,1400
0875344368,incoming,1759
0875344368,incoming,2419
0848643276,outgoing,799
0848643276,outgoing,2334
0848643276,outgoing,638
0848643276,outgoing,1129
0848643276,outgoing,17
0848643276,outgoing,212
0848643276,outgoing,145
0848643276,outgoing,1647
0363661308,outgoing,1892
0363661308,outgoing,2588
0363661308,outgoing,514
0363661308,outgoing,1946
0363661308,outgoing,1250
0363661308,outgoing,517
0363661308,outgoing,310
0363661308,outgoing,1297
0363661308,outgoing,2168
0363661308,outgoing,1131
0887597506,outgoing,510
0887597506,outgoing,2078
0887597506,outgoing,2503
0887597506,outgoing,1731
0887597506,outgoing,1475
0920187348,outgoing,2046
0920187348,outgoing,869
0920187348,outgoing,1247
0920187348,outgoing,1119
0920187348,outgoing,1333
0603321665,outgoing,3041
0603321665,outgoing,3300
0603321665,outgoing,3097
0603321665,outgoing,2791
0603321665,outgoing,591
0603321665,outgoing,262
0603321665,outgoing,3083
0603321665,outgoing,1545
0603321665,outgoing,450
0597511688,outgoing,3379
0597511688,outgoing,1923
0597511688,outgoing,3020
0597511688,outgoing,1813
0563350785,outgoing,1478
0563350785,outgoing,1550
0563350785,outgoing,1333
0563350785,outgoing,38
0563350785,outgoing,3163
